customer_id,age,gender,product_category,quantity,price
248,34,Male,Clothing,3,0.99
249,31,Female,Home Decor,2,0.99
250,40,Male,Clothing,2,1.99
...
251,25,Female,Electronics,1,0.99
252,34,Male,Home Decor,3,0.99
253,46,Female,Clothing,2,19.99
254,32,Male,Electronics,1,89.99
255,41,Female,Home Decor,2,0.99
256,35,Male,Electronics,1,79.99
257,29,Female,Clothing,1,0.99
258,34,Male,Clothing,3,0.99
259,31,Female,Home Decor,2,0.99
260,40,Male,Clothing,2,7.99
261,25,Female,Electronics,1,0.99
262,34,Male,Home Decor,3,0.99
263,46,Female,Clothing,2,17.99
264,32,Male,Electronics,1,79.99
265,41,Female,Home Decor,2,0.99
266,35,Male,Electronics,1,69.99
267,29,Female,Clothing,1,0.99
268,34,Male,Clothing,3,0.99
269,31,Female,Home Decor,2,0.99
270,40,Male,Clothing,2,5.99
271,25,Female,Electronics,1,0.99
272,34,Male,Home Decor,3,0.99
273,46,Female,Clothing,2,15.99
274,32,Male,Electronics,1,69.99
275,41,Female,Home Decor,2,0.99
276,35,Male,Electronics,1,59.99
277,29,Female,Clothing,1,0.99
278,34,Male,Clothing,3,0.99
279,31,Female,Home Decor,2,0.99
280,40,Male,Clothing,2,3.99
281,25,Female,Electronics,1,0.99
282,34,Male,Home Decor,3,0.99
283,46,Female,Clothing,2,13.99
284,32,Male,Electronics,1,59.99
285,41,Female,Home Decor,2,0.99
286,35,Male,Electronics,1,49.99
287,29,Female,Clothing,1,0.99
288,34,Male,Clothing,3,0.99
289,31,Female,Home Decor,2,0.99
290,40,Male,Clothing,2,1.99
291,25,Female,Electronics,1,0.99
292,34,Male,Home Decor,3,0.99
293,46,Female,Clothing,2,11.99
294,32,Male,Electronics,1,49.99
295,41,Female,Home Decor,2,0.99
296,35,Male,Electronics,1,39.99
297,29,Female,Clothing,1,0.99
298,34,Male,Clothing,3,0.99
299,31,Female,Home Decor,2,0.99
300,40,Male,Clothing,2,0.99
